"title","fund1","fund2","fund3","fund4","fund5","date"
"spilow0827의 업다운폴리오 - 4","신영 밸류고배당증권자투자신탁 (주식)C-Pe","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S-P","슈로더 선진국중소형주증권자투자신탁UH (주식-재간접형) S-P",NA,NA,"2018.02.22"
"spilow0827의 업다운폴리오 - 3","동양 중소형고배당증권자투자신탁1호 (주식) S","IBK 베트남플러스아시아증권투자신탁 [주식] S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S",NA,NA,"2018.02.22"
"spilow0827의 업다운폴리오 - 2","신영 밸류고배당증권자투자신탁 (주식)C-Pe","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S-P","AB 미국그로스증권투자신탁 (주식-재간접형) S-P",NA,NA,"2018.02.22"
"김대성의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.22"
"돈많은백조의 업다운폴리오 - 1","미래에셋 한국헬스케어증권자투자신탁1호 (주식) S","삼성 코스닥150 1.5배레버리지증권투자신탁 [주식-파생형] S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,"2018.02.22"
"매력포텐의 업다운폴리오 - 1","유리 베트남알파증권자투자신탁 [주식] S","유진 챔피언배당주증권자투자신탁 (주식) S",NA,NA,NA,"2018.02.22"
"뿌꾸뿌꾸빰의 업다운폴리오 - 1","삼성 중소형FOCUS증권자투자신탁제1호 [주식] S","IBK 베트남플러스아시아증권투자신탁 [주식] S","미래에셋G2이노베이터증권자투자신탁(주식)종류S",NA,NA,"2018.02.22"
"노민호의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.22"
"0222 연금저축","KTB 글로벌4차산업1등주증권투자신탁[주식] 종류C-Pe","삼성 아세안증권자투자신탁제2호 [주식] S","삼성 한국형 TDF 2045 증권투자신탁H[주식혼합-재간접형] S-P","미래에셋 베트남＆차이나증권투자신탁1호 (주식) S","KB 통중국고배당증권자투자신탁 (주식) S","2018.02.22"
"유훈식의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S",NA,NA,"2018.02.21"
"행복11의 업다운폴리오 - 1","미래에셋 연금한국헬스케어증권자투자신탁1호(주식) C-Pe","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.02.21"
"김지훈의 삼성솔루션 - 2","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.21"
"누트리2373의 업다운폴리오 - 1","플러스 배당알파안정형증권투자신탁1호 (주식혼합) S","미래에셋 인도채권증권자투자신탁1호 (채권) S","삼성 한국형 TDF 2045 증권투자신탁H[주식혼합-재간접형]S",NA,NA,"2018.02.21"
"leonlyou의 업다운폴리오 - 2","미래에셋 글로벌그레이트컨슈머증권자투자신탁1호 (주식) S","유경PSG 좋은생각자산배분형증권투자신탁(주식혼합형) S","IBK 베트남플러스아시아증권투자신탁 [주식] S",NA,NA,"2018.02.21"
"달비스킷의 업다운폴리오 - 2","미래에셋 드림타겟증권투자회사 (주식) S","KB 베트남포커스증권자투자신탁 (주식혼합) S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S",NA,NA,"2018.02.21"
"달비스킷의 업다운폴리오 - 1","미래에셋 한국헬스케어증권자투자신탁1호 (주식) S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,NA,"2018.02.21"
"황금거북이의 업다운폴리오 - 1","하이 중국4차산업증권자투자신탁1호[주식] S","한국투자 한국의제4차산업혁명증권자투자신탁1호(주식)S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,"2018.02.21"
"유시크의 업다운폴리오 - 1","미래에셋 베트남＆차이나증권투자신탁1호 (주식) S","미래에셋 베트남증권투자회사1호 (주식혼합) S","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S",NA,NA,"2018.02.20"
"안테나의 업다운폴리오 - 1","KB스타 코스닥150인덱스증권자투자신탁 (주식-파생형) S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,NA,"2018.02.19"
"목돈마련","KTB 배당플러스찬스증권투자신탁 [채권혼합] S","신영 밸류우선주증권자투자신탁(주식) S","삼성 아세안증권자투자신탁제2호 [주식] S",NA,NA,"2018.02.19"
"원숭이3의 업다운폴리오 - 1","유리 베트남알파증권자투자신탁 [주식] S","한국밸류 10년투자100세행복증권자투자신탁(주식)종류S",NA,NA,NA,"2018.02.19"
"김지훈의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.19"
"yjbh의 업다운폴리오 - 1","한국투자연금베트남그로스증권자투자신탁(주식)S-P","신한BNPP코리아가치성장증권자투자신탁[주식](종류S-P)","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.02.18"
"바나나7의 업다운폴리오 - 4","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","미래에셋 베트남증권투자회사1호 (주식혼합) S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,"2018.02.17"
"바나나7의 업다운폴리오 - 3","한국투자 베트남그로스증권자투자신탁 (주식) S","한국밸류 10년투자100세행복증권자투자신탁(주식)종류S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S",NA,NA,"2018.02.17"
"바나나7의 업다운폴리오 - 2","한국투자 베트남그로스증권자투자신탁 (주식) S","한국밸류 10년투자100세행복증권자투자신탁(주식)종류S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.02.17"
"윤인락의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.16"
"가는세월의 업다운폴리오 - 1","미래에셋 베트남＆차이나증권투자신탁1호 (주식) S","IBK 베트남플러스아시아증권투자신탁 [주식] S","미래에셋 한국헬스케어증권자투자신탁1호 (주식) S",NA,NA,"2018.02.16"
"호병아빠의 업다운폴리오 - 1","메리츠 글로벌헬스케어증권투자신탁 [주식] S","KTB 스마트시스템트레이딩증권투자신탁제1호 [채권혼합-파생형] S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.02.15"
"몽땅따의 카트폴리오 - 1","KB 베트남포커스증권자투자신탁(주식)S","AB 미국그로스증권투자신탁 (주식-재간접형) S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","NH-Amundi 코리아2배인버스레버리지증권투자신탁[주식-파생재간접형]ClassS",NA,"2018.02.15"
"2018년 2월에서 12월까지","삼성 코스닥150 1.5배레버리지증권투자신탁 [주식-파생형] S","미래에셋 베트남＆차이나증권투자신탁1호 (주식) S","한국밸류 10년투자100세행복증권자투자신탁(주식)종류S","DB 바이오헬스케어30증권투자신탁 제1호[채권혼합] S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S","2018.02.14"
"내집마련을 위한 포트폴리오","삼성 코스닥150 1.5배레버리지증권투자신탁 [주식-파생형] S","미래에셋 베트남＆차이나증권투자신탁1호 (주식) S","한국밸류 10년투자100세행복증권자투자신탁(주식)종류S","DB 바이오헬스케어30증권투자신탁 제1호[채권혼합] S",NA,"2018.02.14"
"궁메달의 카트폴리오 - 1","삼성 코스닥150 1.5배레버리지증권투자신탁 [주식-파생형] S","미래에셋 베트남＆차이나증권투자신탁1호 (주식) S","한국밸류 10년투자100세행복증권자투자신탁(주식)종류S","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P",NA,"2018.02.14"
"함호준의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.14"
"피델리티글로벌테크놀로지","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","미래에셋 베트남증권투자회사1호 (주식혼합) S","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S",NA,NA,"2018.02.14"
"신영마라톤","신영 마라톤증권자투자신탁F1호 [주식] S","IBK 베트남플러스아시아증권투자신탁 [주식] S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.02.14"
"행복한노후희야의 업다운폴리오 - 1","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P","한화 중국본토증권자투자신탁H (주식) S-P",NA,NA,"2018.02.13"
"지영Oi남푠의 업다운폴리오 - 1","삼성 KOSPI2002배레버리지증권투자신탁 제1호[주식-파생재간접형]S","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,"2018.02.13"
"솔벵이의 업다운폴리오 - 2","미래에셋 글로벌솔루션증권자투자신탁(주식-재간접형)종류C-Pe","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.02.13"
"발랑드랑의 업다운폴리오 - 2","IBK 베트남플러스아시아증권투자신탁 [주식] S","맥쿼리 코어그로쓰증권타투자신탁3호 (주식) S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.02.12"
"발랑드랑의 업다운폴리오 - 1","한국투자 차이나베트남증권투자신탁1호 (주식) S","IBK 베트남플러스아시아증권투자신탁 [주식] S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,"2018.02.12"
"망고땡의 카트폴리오 - 1","삼성 아세안증권자투자신탁제2호 [주식] S","AB 글로벌고수익증권투자신탁 (채권-재간접형) S","한국투자 차이나베트남증권투자신탁1호 (주식) S","KB 액티브배당증권자투자신탁 (주식) S",NA,"2018.02.12"
"호장근의 업다운폴리오 - 1","KTB 중국1등주증권자투자신탁 [주식] Ae","신한BNPP코리아가치성장증권자투자신탁[주식](종류S)",NA,NA,NA,"2018.02.12"
"장로의 업다운폴리오 - 2","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P","한화 중국본토증권자투자신탁H (주식) S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.02.12"
"장로의 업다운폴리오 - 1","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P","한국투자 TDF알아서2045증권투자신탁(주식혼합-재간접형)S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.02.12"
"박소라의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.12"
"오혜정의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.12"
"쿠키지민의 업다운폴리오 - 1","KTB 배당플러스찬스증권투자신탁 [채권혼합] S","KB 온국민TDF2045증권투자신탁(주식혼합-재간접형) S","한국투자 TDF알아서2035증권투자신탁(주식혼합-재간접형)S",NA,NA,"2018.02.11"
"행복바라기경의 업다운폴리오 - 1","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,NA,"2018.02.11"
"Ari의 업다운폴리오 - 9","미래에셋 한국헬스케어증권자투자신탁1호 (주식) S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S",NA,NA,NA,"2018.02.11"
"안준현의 삼성솔루션 - 9","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 밸류플러스증권자투자신탁제1호 [주식] S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S","2018.02.11"
"갑부만들기의 업다운폴리오 - 1","한국투자 한국의제4차산업혁명증권자투자신탁1호(주식)S","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S","한화 중국본토증권자투자신탁H (주식) S",NA,NA,"2018.02.11"
